Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
13,Kenan Piric,Goalkeeper,"Jul 7, 1994 (30)",Bosnia-Herzegovina,"1,92m",right,"Jul 6, 2024",,"Jun 30, 2026",€600k,https://www.transfermarkt.com/kenan-piric/profil/spieler/231712
21,Abdullah Yiğiter,Goalkeeper,"Feb 20, 2000 (25)",Türkiye,"1,89m",right,"Jul 28, 2024",,"Jun 30, 2027",€125k,https://www.transfermarkt.com/abdullah-yigiter/profil/spieler/393371
34,Doğukan Özkan,Goalkeeper,"Feb 4, 2000 (25)",Türkiye,"1,87m",right,"Sep 16, 2020",,"Jun 30, 2027",€50k,https://www.transfermarkt.com/dogukan-ozkan/profil/spieler/537611
2,Thalisson,Centre-Back,"May 7, 1998 (26)",Brazil,"1,85m",right,"Jul 17, 2024",,"Jun 30, 2027",€700k,https://www.transfermarkt.com/thalisson/profil/spieler/323876
14,Emrecan Uzunhan,Centre-Back,"Feb 26, 2001 (24)",Türkiye,"1,89m",left,"Aug 6, 2024",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/emrecan-uzunhan/profil/spieler/683828
3,Bahadır Öztürk,Centre-Back,"Oct 1, 1995 (29)",Türkiye,"1,85m",right,"Jul 1, 2018",,"Jun 30, 2026",€375k,https://www.transfermarkt.com/bahadir-ozturk/profil/spieler/353970
4,Amar Gerxhaliu,Centre-Back,"Apr 26, 2002 (23)","Kosovo, Albania","1,93m",right,"Jul 1, 2022",,"Jun 30, 2026",€300k,https://www.transfermarkt.com/amar-gerxhaliu/profil/spieler/866177
89,Veysel Sarı,Centre-Back,"Jul 25, 1988 (36)",Türkiye,"1,84m",right,"Jan 17, 2020",,"Jun 30, 2026",€125k,https://www.transfermarkt.com/veysel-sari/profil/spieler/88374
77,Abdurrahim Dursun,Left-Back,"Dec 1, 1998 (26)",Türkiye,"1,76m",left,"Sep 13, 2024",,"Jun 30, 2026",€250k,https://www.transfermarkt.com/abdurrahim-dursun/profil/spieler/366194
11,Güray Vural,Left-Back,"Jun 11, 1988 (36)",Türkiye,"1,77m",left,"Jul 5, 2021",,"Jun 30, 2026",€100k,https://www.transfermarkt.com/guray-vural/profil/spieler/52281
7,Bünyamin Balcı,Right-Back,"May 31, 2000 (24)",Türkiye,"1,73m",right,"Jul 1, 2019",,"Jun 30, 2027",€2.00m,https://www.transfermarkt.com/bunyamin-balci/profil/spieler/620072
17,Erdoğan Yeşilyurt,Right-Back,"Nov 6, 1993 (31)","Türkiye, Germany","1,75m",both,"Jul 14, 2023",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/erdogan-yesilyurt/profil/spieler/158946
27,Mert Yılmaz,Right-Back,"Mar 8, 1999 (26)","Türkiye, Germany","1,74m",right,"Sep 30, 2020",,"Jun 30, 2027",€225k,https://www.transfermarkt.com/mert-yilmaz/profil/spieler/393217
18,Jakub Kaluzinski,Defensive Midfield,"Oct 31, 2002 (22)",Poland,"1,84m",both,"Jul 14, 2023",,"Jun 30, 2026",€3.50m,https://www.transfermarkt.com/jakub-kaluzinski/profil/spieler/699418
