Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Deniz Ertaş,Goalkeeper,"Mar 20, 2005 (20)","Türkiye, Moldova","1,93m",right,"Nov 20, 2022",,"Jun 30, 2027",€650k,https://www.transfermarkt.com/deniz-ertas/profil/spieler/882568
27,Jakub Slowik,Goalkeeper,"Aug 31, 1991 (33)",Poland,"1,90m",right,"Jan 22, 2024",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/jakub-slowik/profil/spieler/154530
43,Ahmet Daş,Goalkeeper,"Apr 5, 2000 (25)",Türkiye,"1,93m",right,"Feb 6, 2025",,"Jun 30, 2028",€50k,https://www.transfermarkt.com/ahmet-das/profil/spieler/401197
13,Egemen Aydın,Goalkeeper,"May 12, 2007 (17)",Türkiye,"1,93m",right,"Jul 1, 2024",,"Jun 30, 2027",-,https://www.transfermarkt.com/egemen-aydin/profil/spieler/1071220
20,Riechedly Bazoer,Centre-Back,"Oct 12, 1996 (28)","Curacao, Netherlands","1,84m",right,"Sep 11, 2024",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/riechedly-bazoer/profil/spieler/216443
4,Adil Demirbağ,Centre-Back,"Dec 10, 1997 (27)",Türkiye,"1,85m",right,"Sep 12, 2020",,"Jun 30, 2027",€1.80m,https://www.transfermarkt.com/adil-demirbag/profil/spieler/354173
5,Uğurcan Yazğılı,Centre-Back,"Apr 9, 1999 (26)",Türkiye,"1,84m",right,"Jan 28, 2022",,"Jun 30, 2026",€1.10m,https://www.transfermarkt.com/ugurcan-yazgili/profil/spieler/295955
15,Josip Calusic,Centre-Back,"Oct 11, 1993 (31)",Croatia,"1,87m",left,"Jul 1, 2024",,"Jun 30, 2026",€600k,https://www.transfermarkt.com/josip-calusic/profil/spieler/170851
33,Filip Damjanovic,Centre-Back,"Jul 2, 1998 (26)",Serbia,"1,88m",right,"Jan 24, 2024",,"Jun 30, 2026",€600k,https://www.transfermarkt.com/filip-damjanovic/profil/spieler/471148
-,Mehmet Kaya,Centre-Back,"Sep 17, 2004 (20)","Türkiye, Germany","1,90m",right,"Feb 7, 2025",,"Jun 30, 2028",€50k,https://www.transfermarkt.com/mehmet-kaya/profil/spieler/1035767
12,Guilherme,Left-Back,"Apr 1, 1990 (35)","Brazil, Portugal","1,80m",left,"Jan 22, 2020",,"Jun 30, 2025",€550k,https://www.transfermarkt.com/guilherme/profil/spieler/217863
3,Yasir Subaşı,Left-Back,"Jan 1, 1996 (29)",Türkiye,"1,80m",left,"Jul 1, 2022",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/yasir-subasi/profil/spieler/375719
-,Rıdvan Dönmez,Left-Back,"Feb 18, 2003 (22)",Türkiye,"1,82m",left,"Sep 6, 2024",,"Jun 30, 2029",€75k,https://www.transfermarkt.com/ridvan-donmez/profil/spieler/1173760
24,Nikola Boranijasevic,Right-Back,"May 19, 1992 (32)",Serbia,"1,82m",right,"Aug 8, 2024",,"Jun 30, 2025",€225k,https://www.transfermarkt.com/nikola-boranijasevic/profil/spieler/180090
