Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Lautaro Martínez,"€ 320,577","€ 16,670,000","€ 3,700,000","Jun 30, 2029",5,"€ 83,350,000",
Nicolò Barella,"€ 231,538","€ 12,040,000","€ 930,000","Jun 30, 2029",5,"€ 60,200,000",
Hakan Çalhanoğlu,"€ 213,654","€ 11,110,000","€ 930,000","Jun 30, 2027",3,"€ 33,330,000",
Alessandro Bastoni,"€ 195,962","€ 10,190,000","€ 1,850,000","Jun 30, 2028",4,"€ 40,760,000",
Piotr Zieliński,"€ 160,192","€ 8,330,000","€ 1,850,000","Jun 30, 2028",4,"€ 33,320,000",
Marcus Thuram,"€ 147,885","€ 7,690,000","€ 640,000","Jun 30, 2028",4,"€ 30,760,000","€ 95,000,000"
Federico Dimarco,"€ 142,500","€ 7,410,000","€ 1,300,000","Jun 30, 2027",3,"€ 22,230,000",
Stefan de Vrij,"€ 135,385","€ 7,040,000",,"Jun 30, 2025",1,"€ 7,040,000",
Joaquín Correa,"€ 124,615","€ 6,480,000",,"Jun 30, 2025",1,"€ 6,480,000",
Benjamin Pavard,"€ 123,269","€ 6,410,000",,"Jun 30, 2028",4,"€ 25,640,000",
Mehdi Taremi,"€ 106,923","€ 5,560,000","€ 930,000","Jun 30, 2027",3,"€ 16,680,000",
Davide Frattesi,"€ 99,808","€ 5,190,000",,"Jun 30, 2028",4,"€ 20,760,000",
Denzel Dumfries,"€ 98,654","€ 5,130,000","€ 640,000","Jun 30, 2028",4,"€ 20,520,000",
Henrikh Mkhitaryan,"€ 93,654","€ 4,870,000",,"Jun 30, 2026",2,"€ 9,740,000",
Marko Arnautovic,"€ 86,346","€ 4,490,000",,"Jun 30, 2025",1,"€ 4,490,000",
Yann Sommer,"€ 61,731","€ 3,210,000",,"Jun 30, 2026",2,"€ 6,420,000",
Matteo Darmian,"€ 61,731","€ 3,210,000",,"Jun 30, 2026",2,"€ 6,420,000",
Carlos Augusto,"€ 54,231","€ 2,820,000",,"Jun 30, 2028",4,"€ 11,280,000",
Kristjan Asllani,"€ 53,462","€ 2,780,000",,"Jun 30, 2028",4,"€ 11,120,000",
Francesco Acerbi,"€ 53,462","€ 2,780,000",,"Jun 30, 2026",2,"€ 5,560,000",
Josep Martínez,"€ 53,462","€ 2,780,000",,"Jun 30, 2029",5,"€ 13,900,000",
Yann Aurel Bisseck,"€ 36,923","€ 1,920,000","€ 380,000","Jun 30, 2029",5,"€ 9,600,000",
Tajon Buchanan,"€ 26,731","€ 1,390,000",,"Jun 30, 2028",4,"€ 5,560,000",
Nicola Zalewski,"€ 17,885","€ 930,000",,"Jun 30, 2025",1,"€ 930,000",
Raffaele Di Gennaro,"€ 5,385","€ 280,000",,"Jun 30, 2025",1,"€ 280,000",
Valentín Carboni,,,,"Jun 30, 2029",5,,
