Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Lucas Tousart,"€ 50,000","€ 2,600,000",,"Jun 30, 2025",1,"€ 2,600,000",
Kevin Volland,"€ 46,154","€ 2,400,000",,"Jun 30, 2026",2,"€ 4,800,000",
László Bénes,"€ 30,769","€ 1,600,000",,"Jun 30, 2025",1,"€ 1,600,000",
Josip Juranovic,"€ 30,769","€ 1,600,000",,"Jun 30, 2027",3,"€ 4,800,000",
Jérôme Roussillon,"€ 28,846","€ 1,500,000",,"Jun 30, 2025",1,"€ 1,500,000",
Robert Skov,"€ 28,846","€ 1,500,000",,"Jun 30, 2025",1,"€ 1,500,000",
András Schäfer,"€ 23,077","€ 1,200,000",,"Jun 30, 2025",1,"€ 1,200,000",
Janik Haberer,"€ 23,077","€ 1,200,000",,"Jun 30, 2027",3,"€ 3,600,000",
Frederik Rönnow,"€ 23,077","€ 1,200,000",,"Jun 30, 2025",1,"€ 1,200,000",
Kevin Vogt,"€ 21,154","€ 1,100,000",,"Jun 30, 2025",1,"€ 1,100,000",
Tom Rothe,"€ 18,269","€ 950,000",,"Jun 30, 2025",1,"€ 950,000",
Alexander Schwolow,"€ 17,308","€ 900,000",,"Jun 30, 2025",1,"€ 900,000",
Christopher Trimmel,"€ 17,308","€ 900,000",,"Jun 30, 2026",2,"€ 1,800,000",
Rani Khedira,"€ 16,346","€ 850,000",,"Jun 30, 2025",1,"€ 850,000",
Woo-yeong Jeong,"€ 15,385","€ 800,000",,"Jun 30, 2025",1,"€ 800,000",
Marin Ljubicic,"€ 14,423","€ 750,000",,"Jun 30, 2025",1,"€ 750,000",
Leopold Querfeld,"€ 14,423","€ 750,000",,"Jun 30, 2025",1,"€ 750,000",
Tim Skarke,"€ 14,423","€ 750,000",,"Jun 30, 2025",1,"€ 750,000",
Danilho Doekhi,"€ 11,538","€ 600,000",,"Jun 30, 2025",1,"€ 600,000",
Benedict Hollerbach,"€ 9,615","€ 500,000",,"Jun 30, 2025",1,"€ 500,000",
Andrej Ilic,"€ 8,462","€ 440,000",,"Jun 30, 2025",1,"€ 440,000",
Diogo Leite,"€ 6,538","€ 340,000",,"Jun 30, 2025",1,"€ 340,000",
Ivan Prtajin,"€ 6,538","€ 340,000",,"Jun 30, 2027",3,"€ 1,020,000",
Carl Klaus,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Aljoscha Kemlein,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
David Preu,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
Oluwaseun Ogbemudia,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
