Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Diogo Gonçalves,"€ 28,008","€ 1,456,414",,"Dec 31, 2026",2,"€ 2,912,828",
Justen Glad,"€ 19,521","€ 1,015,076",,"Dec 31, 2026",2,"€ 2,030,153",
Pablo Ruiz,"€ 14,004","€ 728,207",,"Dec 31, 2026",2,"€ 1,456,414",
Dominik Marczuk,"€ 10,185","€ 529,605",,"Dec 31, 2027",3,"€ 1,588,815",
Braian Ojeda,"€ 10,185","€ 529,605",,"Dec 31, 2025",1,"€ 529,605",
Brayan Vera,"€ 8,063","€ 419,271",,"Dec 31, 2025",1,"€ 419,271",
Alexandros Katranis,"€ 6,790","€ 353,070",,"Dec 31, 2025",1,"€ 353,070",
Diego Luna,"€ 6,790","€ 353,070",,"Dec 31, 2026",2,"€ 706,140",
Zac MacMath,"€ 5,941","€ 308,936",,"Dec 31, 2025",1,"€ 308,936",
Nelson Palacio,"€ 5,602","€ 291,283",,"Dec 31, 2026",2,"€ 582,566",
Lachlan Brook,"€ 4,278","€ 222,434",,"Dec 31, 2025",1,"€ 222,434",
Javain Brown,"€ 3,480","€ 180,948",,"Dec 31, 2025",1,"€ 180,948",
Bode Davis,"€ 2,122","€ 110,334",,"Dec 31, 2027",3,"€ 331,003",
Zack Farnsworth,"€ 2,122","€ 110,334",,"Dec 31, 2025",1,"€ 110,334",
Axel Kei,"€ 1,867","€ 97,094",,"Dec 31, 2025",1,"€ 97,094",
Luis Rivera,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Philip Quinton,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Emeka Eneli,"€ 1,523","€ 79,190",,"Dec 31, 2028",4,"€ 316,760",
Noel Caliskan,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Zavier Gozo,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Luca Moisa,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Matthew Bell,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Tommy Silva,"€ 1,212","€ 63,024",,"Dec 31, 2025",1,"€ 63,024",
Ariath Piol,,,,"Dec 31, 2027",3,,
Max Kerkvliet,,,,"Dec 31, 2025",1,,
Jude Wellings,,,,"Dec 31, 2025",1,,
Johnny Russell,,,,"Dec 31, 2025",1,,
Omar Marquez,,,,"Dec 31, 2025",1,,
Owen Anderson,,,,"Dec 31, 2025",1,,
Jesus Barea,,,,"Dec 31, 2025",1,,
Gio Villa,,,,"Dec 31, 2025",1,,
Rafael,,,,"Dec 31, 2026",2,,
Sam Junqua,,,,"Dec 31, 2025",1,,
Aiden Hezarkhani,,,,"Dec 31, 2025",1,,
Tyler Wolff,,,,"Dec 31, 2026",2,,
Willy Agada,,,,"Dec 31, 2025",1,,
Forster Ajago,,,,"Dec 31, 2025",1,,
Kobi Henry,,,,"Dec 31, 2025",1,,
Mason Stajduhar,,,,"Dec 31, 2025",1,,
